City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
52,margaret river,-33.95,115.0667,59.41,60.0,88.0,11.16,AU,2024-11-07 03:29:38
53,grytviken,-54.2811,-36.5092,32.59,97.0,100.0,3.29,GS,2024-11-07 03:29:39
54,mandan,46.8267,-100.8896,35.58,95.0,100.0,12.66,US,2024-11-07 03:29:18
55,west island,-12.1568,96.8225,82.38,78.0,75.0,20.71,CC,2024-11-07 03:29:41
56,cidreira,-30.1811,-50.2056,70.95,94.0,69.0,16.91,BR,2024-11-07 03:29:43
57,portland,45.5234,-122.6762,52.61,75.0,0.0,5.99,US,2024-11-07 03:26:10
58,bredasdorp,-34.5322,20.0403,55.45,84.0,13.0,7.29,ZA,2024-11-07 03:29:45
59,la passe,45.5549,-0.8967,55.09,90.0,0.0,7.72,FR,2024-11-07 03:29:46
60,zarah sharan,33.1467,68.7917,53.26,30.0,92.0,4.14,AF,2024-11-07 03:29:47
61,madinat sittah uktubar,29.8167,31.05,63.57,83.0,0.0,12.37,EG,2024-11-07 03:29:48
62,kings mountain,35.2451,-81.3412,67.55,83.0,0.0,3.44,US,2024-11-07 03:29:50
63,beaufort west,-32.3567,22.583,51.22,75.0,5.0,10.0,ZA,2024-11-07 03:29:51
64,port isabel,26.0734,-97.2086,80.02,89.0,0.0,3.44,US,2024-11-07 03:29:27
65,zhangatas,43.5667,69.75,32.4,49.0,1.0,18.32,KZ,2024-11-07 03:29:53
66,gadzhiyevo,69.2551,33.3362,34.9,99.0,100.0,11.61,RU,2024-11-07 03:29:54
67,qashar,53.3906,62.9297,24.62,85.0,100.0,16.15,KZ,2024-11-07 03:29:55
68,pyapon,16.2833,95.6833,72.39,96.0,100.0,9.44,MM,2024-11-07 03:29:56
69,bayanhongor,46.7167,100.1167,23.14,77.0,3.0,1.32,MN,2024-11-07 03:29:58
70,shimoda,34.6667,138.95,60.49,69.0,87.0,12.62,JP,2024-11-07 03:29:59
71,tiksi,71.6872,128.8694,6.55,83.0,100.0,9.1,RU,2024-11-07 03:30:00
72,igarka,67.4667,86.5833,11.91,95.0,100.0,11.74,RU,2024-11-07 03:29:08
74,edinburgh of the seven seas,-37.0676,-12.3116,57.69,87.0,74.0,10.56,SH,2024-11-07 03:30:03
76,alaghsas,17.0187,8.0168,67.98,26.0,0.0,10.69,NE,2024-11-07 03:30:05
77,ichtegem,51.115,3.0309,49.91,96.0,75.0,4.61,BE,2024-11-07 03:30:06
78,isafjordur,66.0755,-23.124,32.77,96.0,100.0,8.61,IS,2024-11-07 03:30:08
79,qaqortoq,60.7167,-46.0333,14.92,64.0,1.0,9.35,GL,2024-11-07 03:30:09
80,saint-pierre,-21.3393,55.4781,76.68,57.0,0.0,3.44,RE,2024-11-07 03:30:10
81,lihue,21.9789,-159.3672,78.39,76.0,75.0,27.63,US,2024-11-07 03:26:09
82,thompson,55.7435,-97.8558,30.36,80.0,100.0,11.5,CA,2024-11-07 03:26:26
83,port mathurin,-19.6833,63.4167,75.04,82.0,82.0,22.21,MU,2024-11-07 03:30:13
84,san antonio de pale,-1.4014,5.6325,78.55,84.0,86.0,14.94,GQ,2024-11-07 03:26:02
85,boa vista,2.8197,-60.6733,82.38,69.0,20.0,8.05,BR,2024-11-07 03:27:05
86,bhimunipatnam,17.8833,83.4333,85.51,67.0,5.0,10.89,IN,2024-11-07 03:30:16
87,fortuna,40.5982,-124.1573,49.35,89.0,0.0,6.91,US,2024-11-07 03:30:18
89,great falls,47.5002,-111.3008,37.85,66.0,0.0,17.27,US,2024-11-07 03:26:03
90,sao joao da barra,-21.6403,-41.0511,74.62,88.0,15.0,19.84,BR,2024-11-07 03:30:21
91,klyuchi,52.2667,79.1667,33.06,48.0,100.0,28.74,RU,2024-11-07 03:30:22
92,atafu village,-8.5421,-172.5159,83.28,70.0,29.0,9.69,TK,2024-11-07 03:30:23
93,anadyr,64.75,177.4833,10.9,72.0,0.0,13.42,RU,2024-11-07 03:30:24
94,jamestown,42.097,-79.2353,56.84,99.0,75.0,4.61,US,2024-11-07 03:29:38
95,ust-nera,64.5667,143.2,-13.81,98.0,53.0,3.44,RU,2024-11-07 03:30:26
96,yuzhno-kurilsk,44.0306,145.8556,43.0,64.0,97.0,25.41,RU,2024-11-07 03:30:28
97,ribeira grande,38.5167,-28.7,58.77,74.0,97.0,5.01,PT,2024-11-07 03:30:29
98,haiku-pauwela,20.9219,-156.3051,79.21,73.0,40.0,21.99,US,2024-11-07 03:30:30
99,wailua homesteads,22.0669,-159.378,77.79,80.0,75.0,27.63,US,2024-11-07 03:30:31
100,luderitz,-26.6481,15.1594,54.75,84.0,27.0,5.75,,2024-11-07 03:30:32
101,praia da vitoria,38.7333,-27.0667,55.65,88.0,20.0,6.69,PT,2024-11-07 03:30:33
102,edmundston,47.3737,-68.3251,41.76,75.0,20.0,10.36,CA,2024-11-07 03:29:22
103,talnakh,69.4865,88.3972,15.37,95.0,100.0,8.32,RU,2024-11-07 03:30:35
104,vorgashor,67.5833,63.95,17.29,97.0,100.0,7.81,RU,2024-11-07 03:30:36
105,tiznit,29.5833,-9.5,75.97,22.0,44.0,8.75,MA,2024-11-07 03:30:37
106,east london,-33.0153,27.9116,50.94,93.0,0.0,3.44,ZA,2024-11-07 03:30:39
107,dudinka,69.4058,86.1778,15.13,94.0,100.0,15.7,RU,2024-11-07 03:30:40
108,udachny,66.4167,112.4,8.33,93.0,68.0,6.87,RU,2024-11-07 03:30:41
109,bonthe,7.5264,-12.505,77.76,85.0,0.0,3.02,SL,2024-11-07 03:26:05
110,vilyuchinsk,52.9306,158.4028,34.07,63.0,95.0,6.17,RU,2024-11-07 03:26:05
111,makhambet,47.6667,51.5833,29.05,75.0,35.0,7.27,KZ,2024-11-07 03:30:44
112,kasongo,-4.45,26.6667,65.95,99.0,100.0,2.37,CD,2024-11-07 03:30:45
113,longyearbyen,78.2186,15.6401,17.44,79.0,0.0,9.22,SJ,2024-11-07 03:26:06
114,elk city,35.412,-99.4043,53.58,93.0,0.0,8.05,US,2024-11-07 03:30:48
115,kohima,25.6667,94.1167,70.3,56.0,97.0,1.21,IN,2024-11-07 03:30:49
116,kirakira,-10.4544,161.9205,81.73,84.0,100.0,5.95,SB,2024-11-07 03:30:50
117,nemuro,43.3236,145.575,43.81,65.0,71.0,25.93,JP,2024-11-07 03:30:03
118,wellington,-41.2866,174.7756,64.87,69.0,40.0,25.32,NZ,2024-11-07 03:27:59
119,dryden,49.7833,-92.7503,34.09,93.0,100.0,6.91,CA,2024-11-07 03:30:53
120,constantia,44.1833,28.65,34.48,41.0,0.0,4.97,RO,2024-11-07 03:30:55
121,stanley,54.868,-1.6985,50.02,94.0,51.0,5.75,GB,2024-11-07 03:30:56
122,keflavik,64.0049,-22.5624,52.23,87.0,100.0,32.21,IS,2024-11-07 03:30:57
124,singkil,-7.9855,111.4161,91.26,44.0,86.0,4.85,ID,2024-11-07 03:30:59
125,oamaru,-45.0784,170.9801,65.37,78.0,38.0,5.86,NZ,2024-11-07 03:26:08
126,lata,40.1629,-8.3327,56.68,78.0,99.0,4.92,PT,2024-11-07 03:26:08
128,ningyang,35.7642,116.7914,61.7,42.0,0.0,10.74,CN,2024-11-07 03:31:04
129,novodvinsk,64.4165,40.8122,31.75,98.0,100.0,4.65,RU,2024-11-07 03:26:08
130,tralee,52.2704,-9.7026,58.39,89.0,72.0,13.58,IE,2024-11-07 03:31:06
131,vadso,70.0744,29.7487,35.76,93.0,75.0,5.75,NO,2024-11-07 03:31:08
132,poso,-1.3959,120.7524,88.21,60.0,33.0,7.25,ID,2024-11-07 03:31:09
133,mudhol,16.35,75.2833,79.11,53.0,6.0,9.75,IN,2024-11-07 03:31:11
135,port lincoln,-34.7333,135.8667,64.02,53.0,13.0,20.29,AU,2024-11-07 03:31:13
136,aykhal,66.0,111.5,8.24,98.0,80.0,10.11,RU,2024-11-07 03:31:14
137,whitehorse,60.7161,-135.0538,25.57,80.0,0.0,2.3,CA,2024-11-07 03:28:07
138,kadugli,11.0167,29.7167,73.92,30.0,1.0,11.5,SD,2024-11-07 03:31:17
139,luganville,-15.5333,167.1667,80.8,75.0,100.0,9.69,VU,2024-11-07 03:31:18
140,pemangkat,1.1667,108.9667,83.55,73.0,44.0,5.23,ID,2024-11-07 03:31:19
141,carnarvon,-24.8667,113.6333,76.05,50.0,51.0,20.02,AU,2024-11-07 03:31:20
142,morondava,-20.2833,44.2833,79.83,67.0,90.0,6.49,MG,2024-11-07 03:31:22
143,viedma,-40.8135,-62.9967,46.6,47.0,52.0,6.8,AR,2024-11-07 03:31:23
144,acarau,-2.8856,-40.12,78.08,82.0,87.0,18.12,BR,2024-11-07 03:31:24
145,ola,59.5833,151.2833,10.98,69.0,99.0,8.3,RU,2024-11-07 03:31:25
146,ibarreta,-25.2144,-59.8585,75.74,82.0,60.0,2.59,AR,2024-11-07 03:31:27
147,weno,7.4515,151.8468,89.55,74.0,40.0,8.05,FM,2024-11-07 03:31:28
148,egilsstadir,65.2653,-14.3948,55.31,71.0,75.0,14.97,IS,2024-11-07 03:31:29
149,palikir - national government center,6.9248,158.1611,83.14,17.0,100.0,16.11,FM,2024-11-07 03:31:30
150,afaahiti,-17.75,-149.2833,78.55,85.0,74.0,18.3,PF,2024-11-07 03:31:32
151,charters towers,-20.1,146.2667,98.24,18.0,0.0,14.45,AU,2024-11-07 03:31:33
152,yuxia,34.0615,108.6291,65.07,53.0,90.0,7.2,CN,2024-11-07 03:31:34
153,merizo village,13.2658,144.6691,82.96,87.0,99.0,2.39,GU,2024-11-07 03:31:35
154,nouadhibou,20.931,-17.0347,64.38,94.0,20.0,4.61,MR,2024-11-07 03:31:37
155,recani,31.2846,-4.2688,65.66,34.0,0.0,4.38,MA,2024-11-07 03:31:38
156,sergach,55.5308,45.4661,27.91,95.0,99.0,10.83,RU,2024-11-07 03:31:39
157,ati,13.2154,18.3353,75.4,24.0,3.0,10.69,TD,2024-11-07 03:31:40
158,kalmunai,7.4167,81.8167,83.71,67.0,47.0,3.53,LK,2024-11-07 03:30:41
159,tobelo,1.7284,128.0095,85.17,71.0,68.0,5.03,ID,2024-11-07 03:31:42
160,lhasa,29.65,91.1,39.6,30.0,0.0,3.71,CN,2024-11-07 03:31:43
161,alice springs,-23.7,133.8833,87.35,37.0,63.0,20.71,AU,2024-11-07 03:31:27
162,yangambi,0.8102,24.4336,70.21,98.0,100.0,1.59,CD,2024-11-07 03:31:46
163,avarua,-21.2078,-159.775,75.25,57.0,100.0,4.61,CK,2024-11-07 03:31:47
164,duong dong,10.2167,103.9667,87.8,74.0,40.0,6.91,VN,2024-11-07 03:31:48
165,iisalmi,63.5592,27.1907,29.62,99.0,100.0,2.93,FI,2024-11-07 03:31:49
166,port elizabeth,-33.918,25.5701,51.31,92.0,0.0,4.61,ZA,2024-11-07 03:29:03
167,dolores,-36.3132,-57.6792,56.79,90.0,100.0,10.69,AR,2024-11-07 03:31:51
168,labrador city,52.9463,-66.9114,32.18,82.0,100.0,61.0,CA,2024-11-07 03:30:13
169,kimbe,-5.5502,150.1429,83.01,82.0,97.0,3.85,PG,2024-11-07 03:31:54
170,limoux,42.9167,2.1667,51.51,96.0,11.0,5.12,FR,2024-11-07 03:31:55
171,acapulco de juarez,16.8634,-99.8901,84.02,79.0,75.0,2.3,MX,2024-11-07 03:31:56
172,esquel,-42.9,-71.3167,39.69,86.0,55.0,3.49,AR,2024-11-07 03:30:42
173,callao,-12.0667,-77.15,66.72,82.0,100.0,10.36,PE,2024-11-07 03:28:48
175,taguatinga,-12.3857,-46.5711,70.63,79.0,46.0,3.71,BR,2024-11-07 03:32:00
176,murmashi,68.8154,32.8115,34.21,93.0,75.0,4.47,RU,2024-11-07 03:32:01
177,prince rupert,54.3161,-130.3201,49.69,99.0,100.0,18.41,CA,2024-11-07 03:32:03
178,hammerfest,70.6634,23.6821,45.05,87.0,100.0,25.32,NO,2024-11-07 03:32:04
179,xichang,27.8964,102.2634,54.72,95.0,100.0,4.27,CN,2024-11-07 03:32:05
180,enewetak,11.3474,162.3373,83.44,81.0,18.0,20.62,MH,2024-11-07 03:32:06
182,tromso,69.6496,18.957,44.62,87.0,75.0,19.57,NO,2024-11-07 03:32:08
183,ujae,8.9322,165.7642,78.78,86.0,100.0,24.32,MH,2024-11-07 03:32:09
184,kiruna,67.8557,20.2251,36.52,81.0,40.0,5.75,SE,2024-11-07 03:32:10
185,suva,-18.1416,178.4415,78.28,73.0,75.0,14.97,FJ,2024-11-07 03:32:12
186,kapuskasing,49.4169,-82.4331,33.89,100.0,100.0,2.3,CA,2024-11-07 03:32:13
187,flying fish cove,-10.4217,105.6791,83.88,78.0,75.0,6.91,CX,2024-11-07 03:32:14
188,tchintabaraden,15.8969,5.7985,68.45,27.0,0.0,10.94,NE,2024-11-07 03:32:15
189,kuala kedah,6.1,100.3,84.18,79.0,20.0,4.61,MY,2024-11-07 03:32:16
190,atar,20.5169,-13.0499,77.95,16.0,1.0,5.99,MR,2024-11-07 03:32:17
191,gao,16.6362,1.637,67.64,26.0,0.0,13.18,ML,2024-11-07 03:32:18
192,"laikit, laikit ii (dimembe)",1.4792,124.9735,88.65,55.0,40.0,5.75,ID,2024-11-07 03:32:20
193,floro,61.5996,5.0328,48.16,93.0,100.0,8.05,NO,2024-11-07 03:32:21
194,toledo,39.8333,-4.0,60.31,88.0,0.0,6.87,ES,2024-11-07 03:32:22
195,ocos,14.5094,-92.1933,81.25,84.0,100.0,7.72,GT,2024-11-07 03:32:23
196,kilindoni,-7.9139,39.6668,79.81,80.0,8.0,7.11,TZ,2024-11-07 03:32:24
197,i-n-salah,27.1935,2.4607,73.63,29.0,99.0,14.47,DZ,2024-11-07 03:32:25
198,murzuq,25.9155,13.9184,58.23,46.0,0.0,6.93,LY,2024-11-07 03:32:26
200,chonchi,-42.6128,-73.8092,43.12,83.0,95.0,1.21,CL,2024-11-07 03:32:29
201,al mindak,20.1588,41.2834,62.1,37.0,2.0,8.9,SA,2024-11-07 03:32:30
203,soufriere,13.8562,-61.0566,78.4,100.0,20.0,0.0,LC,2024-11-07 03:32:32
204,saipan,15.1355,145.701,79.65,88.0,75.0,10.36,MP,2024-11-07 03:32:33
205,vernon,50.2581,-119.2691,38.75,75.0,0.0,5.75,CA,2024-11-07 03:32:35
206,utrik,11.2278,169.8474,83.21,80.0,91.0,20.31,MH,2024-11-07 03:32:36
207,iquitos,-3.7481,-73.2472,78.84,94.0,20.0,0.0,PE,2024-11-07 03:28:01
208,demopolis,32.5176,-87.8364,73.35,100.0,100.0,0.0,US,2024-11-07 03:32:38
209,aasiaat,68.7098,-52.8699,1.63,91.0,60.0,6.85,GL,2024-11-07 03:32:39
210,nova sintra,14.8667,-24.7167,79.23,78.0,65.0,21.94,CV,2024-11-07 03:32:40
211,rongelap,11.1635,166.8941,82.81,81.0,100.0,20.18,MH,2024-11-07 03:32:41
212,grantsville,40.5999,-112.4644,35.29,59.0,8.0,5.01,US,2024-11-07 03:32:43
213,labytnangi,66.6572,66.4183,9.99,88.0,10.0,6.35,RU,2024-11-07 03:32:44
214,puerto ayora,-0.7393,-90.3518,68.41,78.0,28.0,7.25,EC,2024-11-07 03:32:45
215,sottrum,53.1167,9.2333,38.91,92.0,57.0,1.86,DE,2024-11-07 03:32:46
216,as sulayyil,20.4607,45.5779,70.36,43.0,0.0,8.41,SA,2024-11-07 03:32:47
217,savanna-la-mar,18.219,-78.1332,79.93,90.0,100.0,5.21,JM,2024-11-07 03:32:48
218,tayzhina,53.6679,87.4362,35.31,69.0,100.0,10.74,RU,2024-11-07 03:32:49
219,buenavista tomatlan,19.2,-102.6,75.72,68.0,4.0,3.74,MX,2024-11-07 03:32:50
220,grand falls-windsor,48.9332,-55.6649,40.69,84.0,99.0,12.64,CA,2024-11-07 03:32:52
221,itigi,-5.7,34.4833,69.19,69.0,46.0,8.03,TZ,2024-11-07 03:32:53
222,tual,-5.6667,132.75,83.32,76.0,96.0,5.32,ID,2024-11-07 03:32:54
223,agat village,13.3886,144.6585,83.34,88.0,40.0,0.0,GU,2024-11-07 03:29:51
224,las heras,-46.5419,-68.9359,45.01,47.0,3.0,8.79,AR,2024-11-07 03:32:56
225,cortez,37.3489,-108.5859,23.76,92.0,0.0,0.0,US,2024-11-07 03:32:57
226,badger,64.8,-147.5333,21.11,88.0,20.0,8.05,US,2024-11-07 03:32:58
227,borodino,55.9106,94.8983,35.15,83.0,100.0,5.01,RU,2024-11-07 03:32:59
229,fort st. john,56.2499,-120.8529,49.89,62.0,20.0,35.68,CA,2024-11-07 03:33:02
230,petropavlovsk-kamchatsky,53.0452,158.6483,32.59,32.0,40.0,4.47,RU,2024-11-07 03:33:03
231,kununurra,-15.7667,128.7333,102.18,32.0,100.0,5.75,AU,2024-11-07 03:33:04
232,gurupa,-1.405,-51.64,79.54,67.0,99.0,5.03,BR,2024-11-07 03:33:05
233,crane,31.3974,-102.3501,66.15,44.0,0.0,21.09,US,2024-11-07 03:33:06
234,dunkwa,5.9656,-1.78,72.1,98.0,21.0,0.74,GH,2024-11-07 03:33:07
235,borba,-4.3878,-59.5939,74.61,97.0,100.0,3.51,BR,2024-11-07 03:33:09
237,rio preto da eva,-2.6994,-59.6997,75.58,88.0,91.0,3.13,BR,2024-11-07 03:33:11
238,port blair,11.6667,92.75,84.24,79.0,40.0,2.3,IN,2024-11-07 03:33:12
239,shalazhi,43.0978,45.3608,42.57,55.0,100.0,3.38,RU,2024-11-07 03:33:13
240,saint-philippe,-21.3585,55.7679,74.25,80.0,38.0,13.24,RE,2024-11-07 03:33:14
241,rikaze,29.25,88.8833,40.01,26.0,0.0,1.19,CN,2024-11-07 03:33:15
242,kant,27.8,79.8,79.45,47.0,0.0,3.09,IN,2024-11-07 03:33:16
243,visby,57.6409,18.296,46.62,87.0,100.0,10.36,SE,2024-11-07 03:33:18
244,uusikaupunki,60.8004,21.4084,44.44,89.0,84.0,10.71,FI,2024-11-07 03:33:19
245,jumla,29.2747,82.1838,61.29,46.0,0.0,3.85,NP,2024-11-07 03:33:20
246,fale old settlement,-9.3852,-171.2468,83.48,71.0,80.0,8.79,TK,2024-11-07 03:33:21
247,neryungri,56.6709,124.6491,17.6,81.0,82.0,3.6,RU,2024-11-07 03:33:22
248,richards bay,-28.783,32.0377,62.78,85.0,100.0,5.75,ZA,2024-11-07 03:33:23
249,tan-tan,28.438,-11.1032,70.03,39.0,45.0,1.48,MA,2024-11-07 03:33:25
250,sao gabriel da cachoeira,-0.1303,-67.0892,74.59,91.0,70.0,1.28,BR,2024-11-07 03:33:26
251,tsiombe,-25.3,45.4833,78.13,63.0,95.0,3.62,MG,2024-11-07 03:33:27
252,la ronge,55.1001,-105.2842,35.85,60.0,40.0,9.22,CA,2024-11-07 03:33:28
253,boise,43.6135,-116.2035,36.64,70.0,0.0,0.4,US,2024-11-07 03:30:00
254,santiago de cao,-7.9589,-79.2392,64.53,82.0,75.0,6.91,PE,2024-11-07 03:33:30
255,nema,57.5067,50.5011,22.51,95.0,100.0,6.55,RU,2024-11-07 03:33:31
256,trairi,-3.2778,-39.2689,77.86,81.0,100.0,12.48,BR,2024-11-07 03:31:48
257,sitka,57.0531,-135.33,38.95,86.0,64.0,6.02,US,2024-11-07 03:33:34
258,muisne,0.6,-80.0333,74.95,83.0,96.0,8.84,EC,2024-11-07 03:33:35
259,el bayadh,33.6832,1.0193,54.72,58.0,0.0,8.5,DZ,2024-11-07 03:33:36
260,ingeniero guillermo n. juarez,-23.9,-61.85,76.1,80.0,24.0,6.51,AR,2024-11-07 03:33:37
261,laojunmiao,39.8333,97.7333,54.32,16.0,10.0,10.56,CN,2024-11-07 03:33:38
262,fort bragg,35.139,-79.006,72.91,87.0,75.0,0.0,US,2024-11-07 03:33:39
263,saurimo,-9.6608,20.3916,64.65,96.0,78.0,2.19,AO,2024-11-07 03:33:41
264,riohacha,11.5444,-72.9072,78.26,89.0,100.0,6.89,CO,2024-11-07 03:32:11
265,kodiak,57.79,-152.4072,42.31,87.0,100.0,34.52,US,2024-11-07 03:33:43
266,moshkovo,55.3053,83.6104,32.65,62.0,46.0,24.74,RU,2024-11-07 03:33:44
267,chui,-33.6971,-53.4616,62.26,95.0,100.0,7.4,UY,2024-11-07 03:33:45
268,mount isa,-20.7333,139.5,103.77,20.0,40.0,6.91,AU,2024-11-07 03:33:47
269,korba,22.35,82.6833,79.57,54.0,5.0,2.3,IN,2024-11-07 03:33:48
270,fauske,67.2588,15.3918,47.95,95.0,100.0,6.58,NO,2024-11-07 03:33:49
271,hermanus,-34.4187,19.2345,57.79,82.0,16.0,14.58,ZA,2024-11-07 03:33:50
273,kidal,18.4411,1.4078,66.88,28.0,0.0,11.72,ML,2024-11-07 03:33:52
274,martapura,-3.4167,114.85,89.69,62.0,20.0,2.3,ID,2024-11-07 03:33:53
275,ancud,-41.8697,-73.8203,44.37,77.0,100.0,4.21,CL,2024-11-07 03:33:55
276,lompoc,34.6391,-120.4579,54.7,63.0,0.0,3.44,US,2024-11-07 03:33:56
277,cold lake,54.4502,-110.2017,31.95,74.0,20.0,6.91,CA,2024-11-07 03:29:01
278,darya khan,31.7912,71.1039,79.32,28.0,1.0,4.23,PK,2024-11-07 03:33:58
279,watsa,3.0372,29.5355,64.04,97.0,85.0,2.64,CD,2024-11-07 03:33:59
280,tomatlan,19.9333,-105.25,72.97,95.0,69.0,1.5,MX,2024-11-07 03:34:00
281,sabha,27.0377,14.4283,60.62,50.0,5.0,8.32,LY,2024-11-07 03:34:01
282,tyre,33.2733,35.1939,71.6,53.0,0.0,6.11,LB,2024-11-07 03:34:03
283,queenstown,-31.8976,26.8753,49.6,68.0,98.0,2.66,ZA,2024-11-07 03:34:04
284,gembu,6.7,11.2667,62.1,72.0,65.0,2.39,NG,2024-11-07 03:34:05
285,vemalwada,18.4667,78.8833,77.18,57.0,5.0,5.7,IN,2024-11-07 03:34:06
287,la sarre,48.8002,-79.1996,36.37,83.0,100.0,6.46,CA,2024-11-07 03:34:08
288,kavieng,-2.5744,150.7967,83.28,74.0,100.0,7.67,PG,2024-11-07 03:34:09
289,kineshma,57.4391,42.1289,33.58,97.0,100.0,10.89,RU,2024-11-07 03:34:04
290,ardakan,32.31,54.0175,62.4,37.0,100.0,5.88,IR,2024-11-07 03:34:12
291,kampung baharu nilai,2.8033,101.7972,85.86,79.0,40.0,2.3,MY,2024-11-07 03:34:13
292,st. john's,47.5649,-52.7093,50.14,96.0,100.0,18.41,CA,2024-11-07 03:34:14
293,ridgecrest,35.6225,-117.6709,53.46,16.0,20.0,0.0,US,2024-11-07 03:31:46
294,midvagur,62.0511,-7.1939,52.63,100.0,100.0,13.8,FO,2024-11-07 03:34:16
295,cangzhou,38.3167,116.8667,62.44,31.0,5.0,12.17,CN,2024-11-07 03:34:17
296,medina,24.4686,39.6142,79.23,50.0,40.0,6.91,SA,2024-11-07 03:34:18
297,lorengau,-2.0226,147.2712,81.0,81.0,100.0,2.59,PG,2024-11-07 03:34:20
298,nantucket,41.2835,-70.0995,60.91,88.0,20.0,14.79,US,2024-11-07 03:34:21
299,mabaruma,8.2,-59.7833,76.69,92.0,57.0,2.21,GY,2024-11-07 03:34:22
300,cromwell,41.5951,-72.6454,67.48,79.0,0.0,0.0,US,2024-11-07 03:30:07
301,rifle,39.5347,-107.7831,34.39,51.0,75.0,12.66,US,2024-11-07 03:34:24
302,kambove,-10.8764,26.5969,61.95,90.0,90.0,2.04,CD,2024-11-07 03:34:25
303,bargaal,11.2864,51.0773,79.09,67.0,16.0,5.97,SO,2024-11-07 03:34:26
304,chernyshevskiy,63.0128,112.4714,15.49,94.0,96.0,7.16,RU,2024-11-07 03:34:27
305,san kamphaeng,18.7449,99.1195,73.42,97.0,75.0,2.3,TH,2024-11-07 03:34:29
306,mahina,-17.5065,-149.489,82.17,78.0,100.0,8.05,PF,2024-11-07 03:34:30
307,taksimo,56.3444,114.8794,17.24,80.0,87.0,1.77,RU,2024-11-07 03:34:31
308,broome,42.2506,-75.833,61.7,77.0,54.0,3.69,US,2024-11-07 03:34:32
309,darwin,-12.4611,130.8418,90.95,62.0,20.0,11.5,AU,2024-11-07 03:30:52
310,happy valley-goose bay,53.3168,-60.3315,32.31,74.0,20.0,8.05,CA,2024-11-07 03:34:34
311,nova xavantina,-14.6667,-52.35,70.34,99.0,91.0,2.33,BR,2024-11-07 03:34:35
312,kapa'a,22.0752,-159.319,79.12,79.0,75.0,27.63,US,2024-11-07 03:30:01
313,mora,11.0461,14.1401,71.44,43.0,6.0,4.92,CM,2024-11-07 03:34:38
314,okhotsk,59.3833,143.3,8.04,69.0,31.0,12.28,RU,2024-11-07 03:34:39
315,oistins,13.0667,-59.5333,82.49,83.0,20.0,3.44,BB,2024-11-07 03:34:40
316,adelaide,-34.9333,138.6,72.21,55.0,40.0,20.71,AU,2024-11-07 03:34:41
317,ormara,25.2088,64.6357,81.32,72.0,0.0,12.68,PK,2024-11-07 03:34:42
318,kupang,-10.1667,123.5833,93.78,66.0,40.0,8.05,ID,2024-11-07 03:34:43
319,kitimat,54.0524,-128.6534,48.9,28.0,100.0,3.69,CA,2024-11-07 03:34:44
320,barroquinha,-3.0189,-41.1361,76.95,80.0,70.0,9.31,BR,2024-11-07 03:34:46
321,tamasi,46.6333,18.2833,40.62,67.0,100.0,3.8,HU,2024-11-07 03:34:47
322,hauterive,46.0901,3.4459,48.67,95.0,93.0,1.23,FR,2024-11-07 03:34:48
324,porto-novo,6.4965,2.6036,82.22,85.0,60.0,3.13,BJ,2024-11-07 03:34:50
325,paraiso,9.8383,-83.8656,65.41,99.0,100.0,0.98,CR,2024-11-07 03:34:52
326,lebu,-37.6167,-73.65,50.34,79.0,100.0,12.62,CL,2024-11-07 03:34:53
327,trincomalee,8.5711,81.2335,82.63,75.0,88.0,6.13,LK,2024-11-07 03:34:54
328,antalaha,-14.9003,50.2788,75.9,76.0,79.0,6.13,MG,2024-11-07 03:34:55
329,la'ie,21.6477,-157.9253,76.39,87.0,14.0,3.0,US,2024-11-07 03:34:56
330,salmas,38.1973,44.7653,35.19,52.0,0.0,1.77,IR,2024-11-07 03:34:57
331,bodo,67.28,14.405,48.24,97.0,75.0,26.46,NO,2024-11-07 03:34:59
332,at taj,24.2049,23.2857,57.11,62.0,0.0,8.48,LY,2024-11-07 03:35:00
333,mogocha,53.7333,119.7667,21.27,75.0,100.0,3.67,RU,2024-11-07 03:35:01
334,pico truncado,-46.7949,-67.9573,47.66,32.0,20.0,8.59,AR,2024-11-07 03:35:02
335,castillos,-34.1667,-53.8333,58.33,96.0,95.0,4.14,UY,2024-11-07 03:35:03
336,guatire,10.4762,-66.5427,72.19,97.0,96.0,1.28,VE,2024-11-07 03:35:05
337,chake chake,-5.2459,39.7666,77.88,86.0,54.0,3.31,TZ,2024-11-07 03:35:06
338,kargil,34.5667,76.1,39.65,33.0,4.0,2.3,IN,2024-11-07 03:35:07
339,xining,36.6167,101.7667,51.48,23.0,68.0,2.26,CN,2024-11-07 03:35:08
340,narvik,68.4384,17.4272,46.81,96.0,100.0,13.82,NO,2024-11-07 03:35:10
341,armidale,-30.5167,151.65,90.43,23.0,53.0,14.58,AU,2024-11-07 03:35:11
343,el calafate,-50.3408,-72.2768,41.95,71.0,52.0,6.78,AR,2024-11-07 03:35:13
344,remire-montjoly,4.9167,-52.2667,80.64,89.0,20.0,3.44,GF,2024-11-07 03:35:14
345,dolgorukovo,52.3195,38.3453,40.75,97.0,100.0,13.11,RU,2024-11-07 03:32:28
346,zaozersk,69.4005,32.4476,34.43,98.0,100.0,7.14,RU,2024-11-07 03:35:16
347,buriti bravo,-5.8372,-43.8336,76.57,67.0,58.0,1.3,BR,2024-11-07 03:35:18
